signal_time,entry_time,exit_time,signal_rsi,entry_price,sl_price,tp_price,sl_dist_pct,position_size,pnl_pct,pnl_dollar,exit_reason,equity_after,rejected
2025-11-20 02:30:00,2025-11-20 02:45:00,2025-11-20 06:00:00,70.96845013484518,0.012379000000000001,0.01247,0.011760050000000001,0.7351159221261738,407.23981158417416,-0.7351159221261738,-2.993684696191895,SL,56.880009227646,False
2025-11-20 03:15:00,2025-11-20 03:30:00,2025-11-20 06:00:00,68.95292104830062,0.012395100000000001,0.01247,0.011775345,0.6042710425894045,470.64980132016143,-0.6042710425894045,-2.8440004613823002,SL,54.0360087662637,False
2025-11-20 13:15:00,2025-11-20 13:30:00,2025-11-20 16:00:00,62.66700022242826,0.0126801,0.01279,0.012046095,0.8667124076308513,311.7297519368076,5.0,15.58648759684038,TP,69.62249636310408,False
2025-11-24 19:30:00,2025-11-24 19:45:00,2025-11-24 20:00:00,69.68130260664876,0.0109654,0.011013,0.01041713,0.4340926915570802,801.931220189055,-0.4340926915570802,-3.481124818155204,SL,66.14137154494887,False
2025-11-24 21:30:00,2025-11-24 21:45:00,2025-11-24 22:00:00,68.81491233081576,0.0111696,0.011255,0.01061112,0.7645752757484544,432.5366882953551,-0.7645752757484544,-3.3070685772474437,SL,62.834302967701426,False
2025-11-24 23:45:00,2025-11-25 00:00:00,2025-11-25 00:15:00,69.77151839152687,0.011271,0.011306,0.010707449999999999,0.31053145239996727,1011.7220410699379,-0.31053145239996727,-3.1417151483850714,SL,59.69258781931635,False
2025-11-25 00:15:00,2025-11-25 00:30:00,2025-11-25 06:00:00,62.42939643460282,0.0112544,0.01133,0.010691679999999999,0.6717372760875775,444.3149870064227,-0.6717372760875775,-2.984629390965818,SL,56.70795842835054,False
2025-11-26 18:30:00,2025-11-26 18:45:00,2025-11-26 19:00:00,66.53294894381472,0.0114795,0.011595,0.010905525,1.0061413824643868,281.8090947092009,-1.0061413824643868,-2.8353979214175267,SL,53.87256050693301,False
2025-11-26 22:00:00,2025-11-26 22:30:00,2025-11-27 11:15:00,65.87338619780363,0.0117473,0.011874,0.011159935,1.0785457083755305,249.74630230588033,5.0,12.487315115294017,TP,66.35987562222704,False
2025-11-28 09:30:00,2025-11-28 09:45:00,2025-11-28 13:45:00,70.87269825520436,0.0115174,0.011579,0.01094153,0.5348429333009203,620.3678827040872,-0.5348429333009203,-3.317993781111352,SL,63.04188184111568,False
2025-11-28 10:00:00,2025-11-28 10:15:00,2025-11-28 13:45:00,70.72260616992533,0.011536300000000001,0.011579,0.010959485,0.37013600547835684,851.6042874516022,-0.37013600547835684,-3.1520940920557843,SL,59.8897877490599,False
2025-11-28 14:30:00,2025-11-28 14:45:00,2025-11-28 15:15:00,60.243985125614934,0.0117156,0.01192,0.011129819999999999,1.744682303936635,171.6352244013906,-1.744682303936635,-2.9944893874529948,SL,56.895298361606905,False
2025-12-02 12:30:00,2025-12-02 12:45:00,2025-12-02 13:00:00,67.57726498606219,0.010003,0.010052,0.009502849999999998,0.4898530440867783,580.7384382766826,-0.4898530440867783,-2.844764918080346,SL,54.05053344352656,False
2025-12-03 23:00:00,2025-12-03 23:15:00,2025-12-04 01:00:00,64.36153958330291,0.0121233,0.012229,0.011517135,0.8718748195623324,309.96728102928296,-0.8718748195623324,-2.702526672176328,SL,51.348006771350235,False
2025-12-07 01:15:00,2025-12-07 02:45:00,2025-12-07 06:30:00,65.03771065037321,0.0114297,0.011688,0.010858215,2.2599018346938347,113.60671951113028,-2.2599018346938347,-2.567400338567512,SL,48.780606432782726,False
2025-12-07 06:45:00,2025-12-07 07:00:00,2025-12-07 11:00:00,70.64101909892284,0.0116804,0.011707,0.01109638,0.22773192698880076,1071.0093898072892,-0.22773192698880076,-2.4390303216391365,SL,46.34157611114359,False
2025-12-08 09:45:00,2025-12-08 10:00:00,2025-12-08 14:30:00,64.46900731659053,0.0117153,0.011863,0.011129535,1.260744496513112,183.7865492941362,-1.260744496513112,-2.3170788055571796,SL,44.02449730558641,False
2025-12-09 12:45:00,2025-12-09 13:00:00,2025-12-09 15:00:00,69.64750637276731,0.011737,0.0118,0.01115015,0.5367640794070083,410.0916864092564,-0.5367640794070083,-2.2012248652793205,SL,41.823272440307086,False
2025-12-09 18:30:00,2025-12-09 18:45:00,2025-12-09 21:45:00,68.266170754003,0.013126200000000001,0.01343,0.01246989,2.314455059346941,90.35231051776863,5.0,4.517615525888432,TP,46.34088796619552,False
2025-12-10 20:15:00,2025-12-10 20:30:00,2025-12-10 21:00:00,64.97330342863047,0.012744100000000001,0.012917,0.012106895000000001,1.356706240534823,170.78453161654076,5.0,8.53922658082704,TP,54.88011454702256,False
2025-12-13 18:30:00,2025-12-13 19:00:00,2025-12-13 19:15:00,71.23635655630946,0.011251,0.0113,0.01068845,0.435516842947282,630.0573150699666,-0.435516842947282,-2.7440057273511282,SL,52.13610881967143,False
2025-12-13 19:45:00,2025-12-13 20:00:00,2025-12-13 20:15:00,67.2222716136374,0.0115415,0.011713,0.010964425,1.4859420352640453,175.43116616391794,-1.4859420352640453,-2.6068054409835715,SL,49.52930337868786,False
2025-12-16 11:30:00,2025-12-16 11:45:00,2025-12-16 15:45:00,64.11849071662978,0.0102368,0.010311,0.00972496,0.7248358862144416,341.6587417971375,-0.7248358862144416,-2.476465168934393,SL,47.05283820975346,False
